time	V(vgnd)	V(vraw)
2.036524000000016e-01	1.178510e+01	2.346063e+01
2.036624000000016e-01	1.178509e+01	2.346063e+01
2.036724000000016e-01	1.178508e+01	2.346063e+01
2.036824000000017e-01	1.178507e+01	2.346063e+01
2.036924000000017e-01	1.178506e+01	2.346063e+01
2.037024000000017e-01	1.178505e+01	2.346063e+01
2.037124000000017e-01	1.178504e+01	2.346063e+01
2.037224000000017e-01	1.178503e+01	2.346063e+01
2.037424000000017e-01	1.178500e+01	2.346063e+01
2.037624000000017e-01	1.178498e+01	2.346063e+01
2.037824000000018e-01	1.178496e+01	2.346063e+01
2.038024000000018e-01	1.178494e+01	2.346063e+01
2.038224000000018e-01	1.178492e+01	2.346063e+01
2.038424000000018e-01	1.178489e+01	2.346063e+01
2.038624000000018e-01	1.178487e+01	2.346063e+01
2.038924000000019e-01	1.178484e+01	2.346063e+01
2.039224000000019e-01	1.178481e+01	2.346063e+01
2.039524000000019e-01	1.178477e+01	2.346063e+01
2.039752571428591e-01	1.178475e+01	2.346063e+01
2.039981142857163e-01	1.178472e+01	2.346063e+01
2.040209714285734e-01	1.178470e+01	2.346063e+01
2.040438285714306e-01	1.178467e+01	2.346063e+01
2.040666857142877e-01	1.178465e+01	2.346063e+01
2.040895428571449e-01	1.178463e+01	2.346063e+01
2.041124000000021e-01	1.178460e+01	2.346063e+01
2.041338285714307e-01	1.178458e+01	2.346063e+01
2.041552571428593e-01	1.178455e+01	2.346063e+01
2.041766857142878e-01	1.178453e+01	2.346063e+01
2.041981142857165e-01	1.178451e+01	2.346063e+01
2.042195428571451e-01	1.178448e+01	2.346063e+01
2.042409714285736e-01	1.178446e+01	2.346063e+01
2.042624000000022e-01	1.178444e+01	2.346063e+01
2.042724000000022e-01	1.178443e+01	2.346063e+01
2.043781142857166e-01	1.178431e+01	2.346063e+01
2.044838285714310e-01	1.178420e+01	2.346063e+01
2.045895428571454e-01	1.178408e+01	2.346063e+01
2.046952571428598e-01	1.178397e+01	2.346063e+01
2.048009714285742e-01	1.178386e+01	2.346063e+01
2.049066857142886e-01	1.178374e+01	2.346063e+01
2.050124000000030e-01	1.178363e+01	2.346063e+01
2.063681142857186e-01	1.178221e+01	2.346063e+01
2.077238285714343e-01	1.178082e+01	2.346063e+01
2.090795428571499e-01	1.177947e+01	2.346063e+01
2.104352571428655e-01	1.177815e+01	2.346063e+01
2.117909714285812e-01	1.177687e+01	2.346063e+01
2.131466857142968e-01	1.177562e+01	2.346063e+01
2.145024000000125e-01	1.177441e+01	2.346063e+01
2.145124000000125e-01	1.177440e+01	2.346063e+01
2.159738285714425e-01	1.177314e+01	2.346063e+01
2.174352571428725e-01	1.177190e+01	2.346063e+01
2.188966857143026e-01	1.177070e+01	2.346063e+01
2.203581142857326e-01	1.176954e+01	2.346063e+01
2.218195428571627e-01	1.176840e+01	2.346063e+01
2.232809714285927e-01	1.176731e+01	2.346063e+01
2.247424000000227e-01	1.176624e+01	2.346063e+01
2.247524000000227e-01	1.176624e+01	2.346063e+01
2.262138285714528e-01	1.176520e+01	2.346063e+01
2.276752571428828e-01	1.176420e+01	2.346063e+01
2.291366857143128e-01	1.176322e+01	2.346063e+01
2.305981142857429e-01	1.176227e+01	2.346063e+01
2.320595428571729e-01	1.176135e+01	2.346063e+01
2.335209714286029e-01	1.176045e+01	2.346063e+01
2.349824000000330e-01	1.175959e+01	2.346063e+01
2.349924000000330e-01	1.175958e+01	2.346063e+01
2.364538285714630e-01	1.175874e+01	2.346063e+01
2.379152571428930e-01	1.175792e+01	2.346063e+01
2.393766857143231e-01	1.175712e+01	2.346063e+01
2.408381142857531e-01	1.175635e+01	2.346063e+01
2.422995428571831e-01	1.175560e+01	2.346063e+01
2.437609714286132e-01	1.175487e+01	2.346063e+01
2.452224000000432e-01	1.175416e+01	2.346063e+01
2.452324000000432e-01	1.175416e+01	2.346063e+01
2.520100000000000e-01	1.175113e+01	2.346063e+01
2.520110000000000e-01	1.175113e+01	2.346068e+01
2.520130000000000e-01	1.175113e+01	2.346090e+01
2.520160000000000e-01	1.175113e+01	2.346152e+01
2.520200000000000e-01	1.175113e+01	2.346271e+01
2.520274857142857e-01	1.175113e+01	2.346560e+01
2.520349714285715e-01	1.175113e+01	2.346835e+01
2.520424571428572e-01	1.175112e+01	2.347097e+01
2.520499428571429e-01	1.175112e+01	2.347344e+01
2.520574285714287e-01	1.175112e+01	2.347578e+01
2.520649142857144e-01	1.175112e+01	2.347798e+01
2.520724000000001e-01	1.175111e+01	2.348004e+01
2.520824000000001e-01	1.175111e+01	2.348266e+01
2.520924000000001e-01	1.175111e+01	2.348512e+01
2.521024000000001e-01	1.175111e+01	2.348743e+01
2.521124000000001e-01	1.175111e+01	2.348960e+01
2.521224000000001e-01	1.175111e+01	2.349166e+01
2.521324000000001e-01	1.175111e+01	2.349360e+01
2.521424000000002e-01	1.175111e+01	2.349544e+01
2.521524000000002e-01	1.175110e+01	2.349719e+01
2.521624000000002e-01	1.175110e+01	2.349886e+01
2.521724000000002e-01	1.175110e+01	2.350045e+01
2.521824000000002e-01	1.175110e+01	2.350197e+01
2.521924000000002e-01	1.175110e+01	2.350342e+01
2.522024000000002e-01	1.175110e+01	2.350481e+01
2.522124000000002e-01	1.175110e+01	2.350615e+01
2.522224000000002e-01	1.175111e+01	2.350743e+01
2.522424000000003e-01	1.175111e+01	2.350986e+01
2.522624000000003e-01	1.175111e+01	2.351211e+01
2.522924000000003e-01	1.175111e+01	2.351522e+01
2.523224000000003e-01	1.175112e+01	2.351804e+01
2.523524000000004e-01	1.175112e+01	2.352062e+01
2.523824000000004e-01	1.175113e+01	2.352301e+01
2.524081142857147e-01	1.175113e+01	2.352488e+01
2.524338285714290e-01	1.175114e+01	2.352667e+01
2.524595428571433e-01	1.175114e+01	2.352837e+01
2.524852571428576e-01	1.175115e+01	2.352998e+01
2.525109714285719e-01	1.175116e+01	2.353150e+01
2.525366857142863e-01	1.175117e+01	2.353293e+01
2.525624000000006e-01	1.175117e+01	2.353427e+01
2.525981142857149e-01	1.175119e+01	2.353604e+01
2.526338285714292e-01	1.175120e+01	2.353772e+01
2.526695428571435e-01	1.175121e+01	2.353932e+01
2.527052571428579e-01	1.175122e+01	2.354084e+01
2.527409714285722e-01	1.175124e+01	2.354228e+01
2.527766857142865e-01	1.175125e+01	2.354363e+01
2.528124000000008e-01	1.175127e+01	2.354490e+01
2.528624000000009e-01	1.175129e+01	2.354659e+01
2.529124000000009e-01	1.175131e+01	2.354820e+01
2.529624000000010e-01	1.175134e+01	2.354972e+01
2.530124000000010e-01	1.175136e+01	2.355117e+01
2.530624000000011e-01	1.175138e+01	2.355254e+01
2.531124000000011e-01	1.175141e+01	2.355383e+01
2.531624000000012e-01	1.175144e+01	2.355504e+01
2.532324000000012e-01	1.175147e+01	2.355665e+01
2.533024000000013e-01	1.175151e+01	2.355818e+01
2.533724000000014e-01	1.175155e+01	2.355963e+01
2.534424000000015e-01	1.175159e+01	2.356101e+01
2.535124000000015e-01	1.175163e+01	2.356231e+01
2.535824000000016e-01	1.175167e+01	2.356354e+01
2.536524000000017e-01	1.175171e+01	2.356469e+01
2.537495428571446e-01	1.175177e+01	2.356621e+01
2.538466857142876e-01	1.175184e+01	2.356765e+01
2.539438285714306e-01	1.175190e+01	2.356903e+01
2.540409714285735e-01	1.175196e+01	2.357033e+01
2.541381142857164e-01	1.175203e+01	2.357156e+01
2.542352571428594e-01	1.175209e+01	2.357271e+01
2.543324000000023e-01	1.175216e+01	2.357380e+01
2.544681142857168e-01	1.175226e+01	2.357524e+01
2.546038285714312e-01	1.175235e+01	2.357660e+01
2.547395428571456e-01	1.175245e+01	2.357790e+01
2.548752571428600e-01	1.175255e+01	2.357913e+01
2.550109714285744e-01	1.175265e+01	2.358029e+01
2.551466857142889e-01	1.175275e+01	2.358138e+01
2.552824000000033e-01	1.175286e+01	2.358240e+01
2.554024000000034e-01	1.175295e+01	2.358327e+01
2.555966857142893e-01	1.175310e+01	2.358459e+01
2.557909714285752e-01	1.175325e+01	2.358585e+01
2.559852571428611e-01	1.175341e+01	2.358704e+01
2.561795428571471e-01	1.175357e+01	2.358817e+01
2.563738285714330e-01	1.175372e+01	2.358923e+01
2.565681142857189e-01	1.175388e+01	2.359023e+01
2.567624000000048e-01	1.175404e+01	2.359115e+01
2.570252571428622e-01	1.175426e+01	2.359234e+01
2.572881142857196e-01	1.175449e+01	2.359347e+01
2.575509714285770e-01	1.175471e+01	2.359453e+01
2.578138285714344e-01	1.175493e+01	2.359554e+01
2.580766857142918e-01	1.175516e+01	2.359648e+01
2.583395428571492e-01	1.175538e+01	2.359736e+01
2.586024000000066e-01	1.175561e+01	2.359818e+01
2.589524000000070e-01	1.175592e+01	2.359922e+01
2.593024000000073e-01	1.175623e+01	2.360019e+01
2.596524000000077e-01	1.175653e+01	2.360111e+01
2.600024000000080e-01	1.175684e+01	2.360198e+01
2.603524000000084e-01	1.175715e+01	2.360279e+01
2.607024000000087e-01	1.175746e+01	2.360355e+01
2.610524000000091e-01	1.175777e+01	2.360425e+01
2.615052571428667e-01	1.175817e+01	2.360510e+01
2.619581142857242e-01	1.175857e+01	2.360590e+01
2.624109714285818e-01	1.175898e+01	2.360666e+01
2.628638285714395e-01	1.175938e+01	2.360737e+01
2.633166857142971e-01	1.175978e+01	2.360803e+01
2.637695428571546e-01	1.176018e+01	2.360864e+01
2.642224000000122e-01	1.176058e+01	2.360921e+01
2.644238285714410e-01	1.176075e+01	2.360945e+01
2.646252571428698e-01	1.176093e+01	2.360969e+01
2.648266857142986e-01	1.176111e+01	2.360992e+01
2.650281142857273e-01	1.176128e+01	2.361015e+01
2.652295428571561e-01	1.176146e+01	2.361037e+01
2.654309714285848e-01	1.176164e+01	2.361058e+01
2.656324000000136e-01	1.176181e+01	2.361079e+01
2.656424000000137e-01	1.176182e+01	2.361080e+01
2.662524000000143e-01	1.176235e+01	2.361139e+01
2.668624000000149e-01	1.176288e+01	2.361194e+01
2.674724000000155e-01	1.176340e+01	2.361246e+01
2.680824000000161e-01	1.176392e+01	2.361294e+01
2.686924000000167e-01	1.176444e+01	2.361339e+01
2.693024000000173e-01	1.176495e+01	2.361380e+01
2.699124000000179e-01	1.176546e+01	2.361418e+01
2.706324000000186e-01	1.176606e+01	2.361459e+01
2.713524000000194e-01	1.176665e+01	2.361498e+01
2.720724000000201e-01	1.176724e+01	2.361534e+01
2.727924000000208e-01	1.176781e+01	2.361568e+01
2.735124000000215e-01	1.176839e+01	2.361598e+01
2.742324000000222e-01	1.176895e+01	2.361627e+01
2.749524000000230e-01	1.176952e+01	2.361652e+01
2.758824000000239e-01	1.177023e+01	2.361683e+01
2.767095428571676e-01	1.177086e+01	2.361708e+01
2.775366857143113e-01	1.177148e+01	2.361731e+01
2.783638285714550e-01	1.177209e+01	2.361753e+01
2.791909714285986e-01	1.177269e+01	2.361773e+01
2.800181142857423e-01	1.177328e+01	2.361791e+01
2.808452571428860e-01	1.177387e+01	2.361808e+01
2.816724000000297e-01	1.177445e+01	2.361823e+01
2.823066857143161e-01	1.177488e+01	2.361833e+01
2.829409714286024e-01	1.177532e+01	2.361844e+01
2.835752571428887e-01	1.177574e+01	2.361853e+01
2.842095428571751e-01	1.177617e+01	2.361862e+01
2.848438285714615e-01	1.177658e+01	2.361871e+01
2.854781142857478e-01	1.177700e+01	2.361879e+01
2.861124000000341e-01	1.177741e+01	2.361886e+01
2.861224000000341e-01	1.177741e+01	2.361887e+01
2.870538285714637e-01	1.177800e+01	2.361897e+01
2.879852571428931e-01	1.177859e+01	2.361906e+01
2.889166857143227e-01	1.177916e+01	2.361915e+01
2.898481142857521e-01	1.177972e+01	2.361923e+01
2.907795428571817e-01	1.178027e+01	2.361930e+01
2.917109714286111e-01	1.178081e+01	2.361937e+01
2.926424000000407e-01	1.178135e+01	2.361943e+01
2.931724000000412e-01	1.178164e+01	2.361946e+01
2.937024000000417e-01	1.178194e+01	2.361949e+01
2.942324000000422e-01	1.178223e+01	2.361952e+01
2.947624000000428e-01	1.178252e+01	2.361955e+01
2.952924000000433e-01	1.178281e+01	2.361957e+01
2.958224000000438e-01	1.178310e+01	2.361960e+01
2.963524000000444e-01	1.178338e+01	2.361962e+01
2.963624000000444e-01	1.178338e+01	2.361962e+01
2.971677714286095e-01	1.178380e+01	2.361966e+01
2.979731428571746e-01	1.178422e+01	2.361969e+01
2.987785142857396e-01	1.178463e+01	2.361972e+01
2.995838857143048e-01	1.178503e+01	2.361975e+01
3.003892571428698e-01	1.178543e+01	2.361977e+01
3.011946285714350e-01	1.178582e+01	2.361980e+01
3.020000000000000e-01	1.178621e+01	2.361982e+01
3.020030000000000e-01	1.178621e+01	2.361954e+01
3.020060000000001e-01	1.178621e+01	2.361890e+01
3.020100000000001e-01	1.178621e+01	2.361767e+01
3.020160571428572e-01	1.178621e+01	2.361510e+01
3.020221142857143e-01	1.178622e+01	2.361252e+01
3.020281714285715e-01	1.178622e+01	2.360995e+01
3.020342285714286e-01	1.178622e+01	2.360738e+01
3.020402857142858e-01	1.178622e+01	2.360482e+01
3.020463428571429e-01	1.178622e+01	2.360225e+01
3.020524000000001e-01	1.178623e+01	2.359969e+01
3.020624000000001e-01	1.178623e+01	2.359547e+01
3.020724000000001e-01	1.178623e+01	2.359126e+01
3.020824000000001e-01	1.178623e+01	2.358705e+01
3.020924000000001e-01	1.178623e+01	2.358286e+01
3.021024000000001e-01	1.178623e+01	2.357869e+01
3.021124000000001e-01	1.178623e+01	2.357453e+01
3.021224000000001e-01	1.178623e+01	2.357040e+01
3.021324000000001e-01	1.178623e+01	2.356628e+01
3.021424000000001e-01	1.178623e+01	2.356219e+01
3.021524000000002e-01	1.178623e+01	2.355814e+01
3.021624000000002e-01	1.178623e+01	2.355411e+01
3.021724000000002e-01	1.178623e+01	2.355013e+01
3.021824000000002e-01	1.178623e+01	2.354619e+01
3.021924000000002e-01	1.178622e+01	2.354230e+01
3.022024000000002e-01	1.178622e+01	2.353846e+01
3.022124000000002e-01	1.178622e+01	2.353469e+01
3.022224000000002e-01	1.178621e+01	2.353098e+01
3.022324000000002e-01	1.178621e+01	2.352734e+01
3.022424000000002e-01	1.178620e+01	2.352379e+01
3.022524000000003e-01	1.178620e+01	2.352033e+01
3.022624000000003e-01	1.178619e+01	2.351696e+01
3.022724000000003e-01	1.178619e+01	2.351369e+01
3.022924000000003e-01	1.178617e+01	2.350747e+01
3.023224000000003e-01	1.178615e+01	2.349902e+01
3.023524000000004e-01	1.178613e+01	2.349167e+01
3.023824000000004e-01	1.178611e+01	2.348544e+01
3.024124000000004e-01	1.178608e+01	2.348027e+01
3.024324000000004e-01	1.178606e+01	2.347736e+01
3.024524000000005e-01	1.178604e+01	2.347483e+01
3.024724000000005e-01	1.178602e+01	2.347265e+01
3.024824000000005e-01	1.178601e+01	2.347168e+01
3.024924000000005e-01	1.178600e+01	2.347079e+01
3.025024000000005e-01	1.178599e+01	2.346996e+01
3.025124000000005e-01	1.178598e+01	2.346919e+01
3.025224000000005e-01	1.178597e+01	2.346849e+01
3.025324000000005e-01	1.178596e+01	2.346784e+01
3.025424000000005e-01	1.178595e+01	2.346724e+01
3.025524000000006e-01	1.178594e+01	2.346669e+01
3.025624000000006e-01	1.178593e+01	2.346618e+01
3.025724000000006e-01	1.178592e+01	2.346571e+01
3.025824000000006e-01	1.178591e+01	2.346529e+01
3.025924000000006e-01	1.178590e+01	2.346489e+01
3.026024000000006e-01	1.178589e+01	2.346453e+01
3.026124000000006e-01	1.178587e+01	2.346420e+01
3.026224000000006e-01	1.178586e+01	2.346390e+01
3.026324000000006e-01	1.178585e+01	2.346362e+01
3.026424000000006e-01	1.178584e+01	2.346337e+01
3.026524000000007e-01	1.178583e+01	2.346313e+01
3.026624000000007e-01	1.178582e+01	2.346292e+01
3.026724000000007e-01	1.178581e+01	2.346272e+01
3.026824000000007e-01	1.178580e+01	2.346254e+01
3.026924000000007e-01	1.178579e+01	2.346238e+01
3.027024000000007e-01	1.178578e+01	2.346223e+01
3.027124000000007e-01	1.178577e+01	2.346209e+01
3.027224000000007e-01	1.178576e+01	2.346197e+01
3.027324000000007e-01	1.178574e+01	2.346185e+01
3.027424000000007e-01	1.178573e+01	2.346175e+01
3.027524000000008e-01	1.178572e+01	2.346165e+01
3.027624000000008e-01	1.178571e+01	2.346156e+01
3.027724000000008e-01	1.178570e+01	2.346148e+01
3.027824000000008e-01	1.178569e+01	2.346141e+01
3.027924000000008e-01	1.178568e+01	2.346134e+01
3.028024000000008e-01	1.178567e+01	2.346128e+01
3.028124000000008e-01	1.178566e+01	2.346122e+01
3.028224000000008e-01	1.178565e+01	2.346117e+01
3.028324000000008e-01	1.178563e+01	2.346112e+01
3.028424000000008e-01	1.178562e+01	2.346108e+01
3.028524000000009e-01	1.178561e+01	2.346104e+01
3.028624000000009e-01	1.178560e+01	2.346101e+01
3.028724000000009e-01	1.178559e+01	2.346097e+01
3.028824000000009e-01	1.178558e+01	2.346095e+01
3.028924000000009e-01	1.178557e+01	2.346092e+01
3.029024000000009e-01	1.178556e+01	2.346089e+01
3.029124000000009e-01	1.178555e+01	2.346087e+01
3.029224000000009e-01	1.178553e+01	2.346085e+01
3.029324000000009e-01	1.178552e+01	2.346083e+01
3.029424000000009e-01	1.178551e+01	2.346081e+01
3.029524000000010e-01	1.178550e+01	2.346080e+01
3.029624000000010e-01	1.178549e+01	2.346078e+01
3.029724000000010e-01	1.178548e+01	2.346077e+01
3.029824000000010e-01	1.178547e+01	2.346076e+01
3.029924000000010e-01	1.178546e+01	2.346074e+01
3.030024000000010e-01	1.178545e+01	2.346074e+01
3.030124000000010e-01	1.178544e+01	2.346073e+01
3.030224000000010e-01	1.178543e+01	2.346072e+01
3.030324000000010e-01	1.178541e+01	2.346071e+01
3.030424000000010e-01	1.178540e+01	2.346070e+01
3.030524000000011e-01	1.178539e+01	2.346070e+01
3.030624000000011e-01	1.178538e+01	2.346069e+01
3.030724000000011e-01	1.178537e+01	2.346068e+01
3.030824000000011e-01	1.178536e+01	2.346068e+01
3.030924000000011e-01	1.178535e+01	2.346067e+01
3.031024000000011e-01	1.178534e+01	2.346067e+01
3.031124000000011e-01	1.178533e+01	2.346067e+01
3.031224000000011e-01	1.178531e+01	2.346066e+01
3.031324000000011e-01	1.178530e+01	2.346066e+01
3.031424000000011e-01	1.178529e+01	2.346066e+01
3.031524000000012e-01	1.178528e+01	2.346066e+01
3.031624000000012e-01	1.178527e+01	2.346065e+01
3.031724000000012e-01	1.178526e+01	2.346065e+01
3.031824000000012e-01	1.178525e+01	2.346065e+01
3.031924000000012e-01	1.178524e+01	2.346065e+01
3.032024000000012e-01	1.178523e+01	2.346065e+01
3.032124000000012e-01	1.178522e+01	2.346064e+01
3.032224000000012e-01	1.178520e+01	2.346064e+01
3.032324000000012e-01	1.178519e+01	2.346064e+01
3.032424000000012e-01	1.178518e+01	2.346064e+01
3.032524000000013e-01	1.178517e+01	2.346064e+01
3.032624000000013e-01	1.178516e+01	2.346064e+01
3.032724000000013e-01	1.178515e+01	2.346064e+01
3.032824000000013e-01	1.178514e+01	2.346064e+01
3.032924000000013e-01	1.178513e+01	2.346064e+01
3.033024000000013e-01	1.178512e+01	2.346063e+01
3.033124000000013e-01	1.178511e+01	2.346063e+01
3.033224000000013e-01	1.178510e+01	2.346063e+01
3.033324000000013e-01	1.178508e+01	2.346063e+01
3.033424000000013e-01	1.178507e+01	2.346063e+01
3.033524000000014e-01	1.178506e+01	2.346063e+01
3.033624000000014e-01	1.178505e+01	2.346063e+01
3.033724000000014e-01	1.178504e+01	2.346063e+01
3.033824000000014e-01	1.178503e+01	2.346063e+01
3.033924000000014e-01	1.178502e+01	2.346063e+01
3.034024000000014e-01	1.178501e+01	2.346063e+01
3.034124000000014e-01	1.178500e+01	2.346063e+01
3.034224000000014e-01	1.178499e+01	2.346063e+01
3.034324000000014e-01	1.178498e+01	2.346063e+01
3.034424000000014e-01	1.178496e+01	2.346063e+01
3.034524000000015e-01	1.178495e+01	2.346063e+01
3.034624000000015e-01	1.178494e+01	2.346063e+01
3.034724000000015e-01	1.178493e+01	2.346063e+01
3.034824000000015e-01	1.178492e+01	2.346063e+01
3.034924000000015e-01	1.178491e+01	2.346063e+01
3.035024000000015e-01	1.178490e+01	2.346063e+01
3.035124000000015e-01	1.178489e+01	2.346063e+01
3.035224000000015e-01	1.178488e+01	2.346063e+01
3.035324000000015e-01	1.178487e+01	2.346063e+01
3.035424000000015e-01	1.178485e+01	2.346063e+01
3.035524000000016e-01	1.178484e+01	2.346063e+01
3.035624000000016e-01	1.178483e+01	2.346063e+01
3.035724000000016e-01	1.178482e+01	2.346063e+01
3.035824000000016e-01	1.178481e+01	2.346063e+01
3.035924000000016e-01	1.178480e+01	2.346063e+01
3.036024000000016e-01	1.178479e+01	2.346063e+01
3.036124000000016e-01	1.178478e+01	2.346063e+01
3.036224000000016e-01	1.178477e+01	2.346063e+01
3.036324000000016e-01	1.178476e+01	2.346063e+01
3.036424000000016e-01	1.178475e+01	2.346063e+01
3.036524000000017e-01	1.178473e+01	2.346063e+01
3.036624000000017e-01	1.178472e+01	2.346063e+01
3.036724000000017e-01	1.178471e+01	2.346063e+01
3.036824000000017e-01	1.178470e+01	2.346063e+01
3.036924000000017e-01	1.178469e+01	2.346063e+01
3.037024000000017e-01	1.178468e+01	2.346063e+01
3.037124000000017e-01	1.178467e+01	2.346063e+01
3.037224000000017e-01	1.178466e+01	2.346063e+01
3.037424000000017e-01	1.178464e+01	2.346063e+01
3.037624000000018e-01	1.178462e+01	2.346063e+01
3.037824000000018e-01	1.178459e+01	2.346063e+01
3.038024000000018e-01	1.178457e+01	2.346063e+01
3.038224000000018e-01	1.178455e+01	2.346063e+01
3.038424000000018e-01	1.178453e+01	2.346063e+01
3.038624000000019e-01	1.178451e+01	2.346063e+01
3.038924000000019e-01	1.178447e+01	2.346063e+01
3.039224000000019e-01	1.178444e+01	2.346063e+01
3.039524000000020e-01	1.178441e+01	2.346063e+01
3.039752571428591e-01	1.178438e+01	2.346063e+01
3.039981142857163e-01	1.178436e+01	2.346063e+01
3.040209714285734e-01	1.178434e+01	2.346063e+01
3.040438285714306e-01	1.178431e+01	2.346063e+01
3.040666857142878e-01	1.178429e+01	2.346063e+01
3.040895428571450e-01	1.178426e+01	2.346063e+01
3.041124000000021e-01	1.178424e+01	2.346063e+01
3.041552571428593e-01	1.178419e+01	2.346063e+01
3.041981142857165e-01	1.178414e+01	2.346063e+01
3.042409714285736e-01	1.178410e+01	2.346063e+01
3.042838285714309e-01	1.178405e+01	2.346063e+01
3.043266857142881e-01	1.178401e+01	2.346063e+01
3.043695428571452e-01	1.178396e+01	2.346063e+01
3.044124000000024e-01	1.178391e+01	2.346063e+01
3.065324000000045e-01	1.178169e+01	2.346063e+01
3.079938285714346e-01	1.178021e+01	2.346063e+01
3.094552571428646e-01	1.177877e+01	2.346063e+01
3.109166857142946e-01	1.177738e+01	2.346063e+01
3.123781142857247e-01	1.177602e+01	2.346063e+01
3.138395428571547e-01	1.177470e+01	2.346063e+01
3.153009714285847e-01	1.177342e+01	2.346063e+01
3.167624000000148e-01	1.177218e+01	2.346063e+01
3.167724000000148e-01	1.177217e+01	2.346063e+01
3.182338285714448e-01	1.177097e+01	2.346063e+01
3.196952571428748e-01	1.176980e+01	2.346063e+01
3.211566857143049e-01	1.176866e+01	2.346063e+01
3.226181142857349e-01	1.176755e+01	2.346063e+01
3.240795428571649e-01	1.176648e+01	2.346063e+01
3.255409714285949e-01	1.176544e+01	2.346063e+01
3.270024000000250e-01	1.176443e+01	2.346063e+01
3.270124000000250e-01	1.176442e+01	2.346063e+01
3.284738285714551e-01	1.176344e+01	2.346063e+01
3.299352571428851e-01	1.176248e+01	2.346063e+01
3.313966857143151e-01	1.176155e+01	2.346063e+01
3.328581142857451e-01	1.176065e+01	2.346063e+01
3.343195428571752e-01	1.175978e+01	2.346063e+01
3.357809714286052e-01	1.175893e+01	2.346063e+01
3.372424000000352e-01	1.175811e+01	2.346063e+01
3.372524000000353e-01	1.175810e+01	2.346063e+01
3.387138285714653e-01	1.175730e+01	2.346063e+01
3.401752571428953e-01	1.175652e+01	2.346063e+01
3.416366857143254e-01	1.175577e+01	2.346063e+01
3.430981142857554e-01	1.175503e+01	2.346063e+01
3.445595428571854e-01	1.175432e+01	2.346063e+01
3.460209714286154e-01	1.175363e+01	2.346063e+01
3.474824000000455e-01	1.175296e+01	2.346063e+01
3.474924000000455e-01	1.175295e+01	2.346063e+01
3.520100000000000e-01	1.175100e+01	2.346063e+01
3.520110000000000e-01	1.175099e+01	2.346068e+01
3.520130000000000e-01	1.175099e+01	2.346090e+01
3.520160000000001e-01	1.175099e+01	2.346152e+01
3.520200000000001e-01	1.175099e+01	2.346271e+01
3.520274857142858e-01	1.175099e+01	2.346560e+01
3.520349714285715e-01	1.175099e+01	2.346835e+01
3.520424571428572e-01	1.175098e+01	2.347097e+01
3.520499428571430e-01	1.175098e+01	2.347344e+01
3.520574285714287e-01	1.175098e+01	2.347578e+01
3.520649142857144e-01	1.175098e+01	2.347798e+01
3.520724000000001e-01	1.175098e+01	2.348004e+01
3.520824000000001e-01	1.175097e+01	2.348266e+01
3.520924000000001e-01	1.175097e+01	2.348512e+01
3.521024000000001e-01	1.175097e+01	2.348743e+01
3.521124000000002e-01	1.175097e+01	2.348960e+01
3.521224000000002e-01	1.175097e+01	2.349166e+01
3.521324000000002e-01	1.175097e+01	2.349360e+01
3.521424000000002e-01	1.175097e+01	2.349544e+01
3.521524000000002e-01	1.175097e+01	2.349719e+01
3.521624000000002e-01	1.175097e+01	2.349886e+01
3.521724000000002e-01	1.175097e+01	2.350045e+01
3.521824000000002e-01	1.175097e+01	2.350197e+01
3.521924000000002e-01	1.175097e+01	2.350342e+01
3.522024000000002e-01	1.175097e+01	2.350481e+01
3.522124000000003e-01	1.175097e+01	2.350615e+01
3.522224000000003e-01	1.175097e+01	2.350743e+01
3.522424000000003e-01	1.175097e+01	2.350986e+01
3.522624000000003e-01	1.175097e+01	2.351211e+01
3.522924000000003e-01	1.175097e+01	2.351522e+01
3.523224000000004e-01	1.175098e+01	2.351804e+01
3.523524000000004e-01	1.175098e+01	2.352062e+01
3.523824000000004e-01	1.175099e+01	2.352301e+01
3.524081142857147e-01	1.175099e+01	2.352488e+01
3.524338285714291e-01	1.175100e+01	2.352667e+01
3.524595428571434e-01	1.175101e+01	2.352837e+01
3.524852571428577e-01	1.175101e+01	2.352998e+01
3.525109714285720e-01	1.175102e+01	2.353150e+01
3.525366857142863e-01	1.175103e+01	2.353293e+01
3.525624000000006e-01	1.175104e+01	2.353427e+01
3.525981142857149e-01	1.175105e+01	2.353604e+01
3.526338285714293e-01	1.175106e+01	2.353772e+01
3.526695428571436e-01	1.175107e+01	2.353932e+01
3.527052571428579e-01	1.175109e+01	2.354084e+01
3.527409714285722e-01	1.175110e+01	2.354228e+01
3.527766857142866e-01	1.175112e+01	2.354363e+01
3.528124000000009e-01	1.175113e+01	2.354490e+01
3.528624000000009e-01	1.175115e+01	2.354659e+01
3.529124000000010e-01	1.175118e+01	2.354820e+01
3.529624000000010e-01	1.175120e+01	2.354972e+01
3.530124000000011e-01	1.175122e+01	2.355117e+01
3.530624000000011e-01	1.175125e+01	2.355254e+01
3.531124000000012e-01	1.175127e+01	2.355383e+01
3.531624000000012e-01	1.175130e+01	2.355504e+01
3.532324000000013e-01	1.175134e+01	2.355665e+01
3.533024000000013e-01	1.175137e+01	2.355818e+01
3.533724000000014e-01	1.175141e+01	2.355963e+01
3.534424000000015e-01	1.175145e+01	2.356101e+01
3.535124000000016e-01	1.175149e+01	2.356231e+01
