Freq.	V(vout)/V(cart_emf)
3.71535229097169e+04	(-3.02795407941309e+00dB,1.46997839695559e+02°)
3.80189396320557e+04	(-3.60722209641126e+00dB,1.46358806210558e+02°)
3.89045144994277e+04	(-4.18653956047104e+00dB,1.45757510034997e+02°)
3.98107170553493e+04	(-4.76576677345946e+00dB,1.45192985364339e+02°)
4.07380277804108e+04	(-5.34477397146426e+00dB,1.44664285762154e+02°)
4.16869383470331e+04	(-5.92344044419141e+00dB,1.44170485910937e+02°)
4.26579518801588e+04	(-6.50165369480438e+00dB,1.43710682644412e+02°)
4.36515832240161e+04	(-7.07930867303775e+00dB,1.43283995658044e+02°)
4.46683592150958e+04	(-7.65630706287121e+00dB,1.42889567802858e+02°)
4.57088189614870e+04	(-8.23255662648424e+00dB,1.42526565032142e+02°)
4.67735141287193e+04	(-8.80797059773140e+00dB,1.42194176030944e+02°)
4.78630092322633e+04	(-9.38246713302828e+00dB,1.41891611617057e+02°)
4.89778819368441e+04	(-9.95596882036482e+00dB,1.41618104088510e+02°)
5.01187233627267e+04	(-1.05284022317197e+01dB,1.41372906344911e+02°)
5.12861383991359e+04	(-1.10996975037903e+01dB,1.41155290653855e+02°)
5.24807460249767e+04	(-1.16697879955462e+01dB,1.40964547798809e+02°)
5.37031796370247e+04	(-1.22386099649130e+01dB,1.40799985849354e+02°)
5.49540873857619e+04	(-1.28061022839772e+01dB,1.40660928917885e+02°)
5.62341325190343e+04	(-1.33722061971839e+01dB,1.40546715985016e+02°)
5.75439937337151e+04	(-1.39368651032964e+01dB,1.40456699578028e+02°)
5.88843655355583e+04	(-1.45000243834806e+01dB,1.40390244703092e+02°)
6.02559586074351e+04	(-1.50616312435438e+01dB,1.40346727552111e+02°)
6.16595001861475e+04	(-1.56216345841478e+01dB,1.40325534280513e+02°)
6.30957344480186e+04	(-1.61799849090137e+01dB,1.40326060034558e+02°)
6.45654229034648e+04	(-1.67366342367588e+01dB,1.40347707702215e+02°)
6.60693448007589e+04	(-1.72915360479086e+01dB,1.40389886983411e+02°)
6.76082975391974e+04	(-1.78446452418735e+01dB,1.40452013328434e+02°)
6.91830970918929e+04	(-1.83959181224444e+01dB,1.40533507185537e+02°)
7.07945784384130e+04	(-1.89453123834841e+01dB,1.40633793010347e+02°)
7.24435960074982e+04	(-1.94927871187248e+01dB,1.40752298523609e+02°)
7.41310241300909e+04	(-2.00383028490836e+01dB,1.40888454169923e+02°)
7.58577575029175e+04	(-2.05818215437228e+01dB,1.41041692307493e+02°)
7.76247116628683e+04	(-2.11233066692070e+01dB,1.41211446839938e+02°)
7.94328234724272e+04	(-2.16627232337052e+01dB,1.41397152673888e+02°)
8.12830516164090e+04	(-2.22000378452040e+01dB,1.41598245411453e+02°)
8.31763771102661e+04	(-2.27352187711379e+01dB,1.41814161025839e+02°)
8.51138038202367e+04	(-2.32682360053361e+01dB,1.42044335731719e+02°)
8.70963589956071e+04	(-2.37990613338028e+01dB,1.42288205808475e+02°)
8.91250938133735e+04	(-2.43276684063322e+01dB,1.42545207620069e+02°)
9.12010839355899e+04	(-2.48540328035135e+01dB,1.42814777613939e+02°)
9.33254300796980e+04	(-2.53781321071134e+01dB,1.43096352485821e+02°)
9.54992586021425e+04	(-2.58999459661835e+01dB,1.43389369376384e+02°)
9.77237220955799e+04	(-2.64194561601058e+01dB,1.43693266124956e+02°)
1.00000000000000e+05	(-2.69366466572693e+01dB,1.44007481589699e+02°)
